name,hp,average_price,age,converted_retreat_cost,pokedex_nr,type,damage,converted_energy_cost,resistance,weakness
Miraidon,120,0.09,419,1,1008,8,60,2.5,120,240
Drowzee,70,0.03,419,1,96,10,15,1.5,100,140
Ralts,70,0.04,419,1,280,10,30,2.0,100,140
Fidough,50,0.04,419,1,926,10,20,2.0,50,100
Flittle,40,0.03,419,1,955,10,20,1.0,70,80
Drifblim,110,0.04,419,1,426,10,15,1.0,140,220
Flabébé,40,0.04,419,1,669,10,20,1.0,40,80
Flaaffy,90,0.04,419,2,180,8,40,2.0,90,180
Toxel,70,0.04,419,2,848,8,20,2.0,70,140
Pawmi,60,0.04,419,1,921,8,15,1.5,60,120
Pachirisu,70,0.04,419,1,417,8,10,2.0,70,140
Dachsbun,90,0.04,419,1,927,10,100,3.0,90,180
Meditite,60,0.03,419,1,307,5,10,1.0,60,120
Silicobra,80,0.04,419,2,843,5,30,2.0,80,160
Sandaconda,140,0.03,419,3,844,5,60,1.5,140,280
Koraidon,130,0.1,419,2,1007,5,130,3.5,130,260
Muk,140,0.04,419,4,89,2,100,4.0,140,280
Croagunk,70,0.07,419,1,453,2,25,2.0,70,140
Maschiff,80,0.04,419,3,942,2,30,2.0,80,160
Revavroom,140,0.26,419,2,966,9,90,4.0,170,280
Zangoose,90,0.04,419,1,335,1,40,1.0,90,180
Manaphy,70,3.55,489,1,490,11,20,1.0,70,140
Comfey,70,2.29,489,1,764,10,30,2.0,70,140
Thievul,100,1.16,489,1,828,2,110,3.0,100,200
Latias,120,3.21,489,1,380,3,70,3.0,120,120
Dunsparce,60,0.93,489,1,206,1,30,2.0,60,120
Riolu,60,1.56,489,1,447,5,50,2.0,60,120
Swablu,50,1.19,489,1,333,1,30,1.0,80,100
Leafeon VSTAR,260,29.32,489,2,470,7,180,3.0,260,520
Simisear VSTAR,260,8.4,489,2,514,6,35,2.0,260,520
Glaceon VSTAR,260,26.39,489,2,471,11,200,3.0,260,520
Raikou V,200,20.35,489,1,243,8,20,2.0,200,400
Zeraora VMAX,320,10.09,489,2,807,8,150,2.5,320,640
Deoxys VSTAR,270,10.84,489,2,386,10,125,2.0,300,540
Hisuian Samurott VSTAR,270,7.32,489,2,503,2,110,2.0,270,540
Regigigas VSTAR,300,9.66,489,4,486,1,230,3.0,300,600
Origin Forme Dialga VSTAR,280,47.36,489,3,483,9,130,3.0,310,560
Giratina VSTAR,280,92.25,489,2,487,3,140,1.5,280,280
Cinderace,170,0.26,1651,1,815,6,150,2.0,170,340
Lucario VSTAR,270,1.0,1651,2,448,5,95,2.5,270,540
Scatterbug,30,0.03,419,1,664,7,20,2.0,30,60
Smoliv,60,0.04,419,1,928,7,10,1.0,60,120
Heracross,120,0.03,419,2,214,7,50,2.5,120,240
Tropius,100,0.04,419,1,357,7,25,1.0,100,200
Skiddo,60,0.04,419,1,672,7,15,1.5,60,120
Shroomish,60,0.03,419,1,285,7,10,1.0,60,120
Bruxish,100,0.03,419,1,779,11,30,1.0,100,200
Wiglett,60,0.04,419,1,960,11,10,1.0,60,120
Crocalor,100,0.03,419,3,910,6,75,2.5,100,200
Clawitzer,120,0.04,419,2,693,11,105,2.5,120,240
Wiglett,50,0.04,419,1,960,11,10,1.0,50,100
Capsakid,70,0.05,419,1,951,7,25,1.5,70,140
Arcanine ex,280,1.65,419,3,59,6,140,2.5,280,560
Fuecoco,80,0.05,419,2,909,6,30,2.0,80,160
Houndoom,120,0.03,419,2,229,6,90,2.0,120,240
Armarouge,130,0.08,419,2,936,6,90,3.0,130,260
Slowpoke,70,0.04,419,2,79,11,10,1.0,70,140
Rotom,60,0.03,419,1,479,8,0,0.0,60,120
Miraidon ex,220,2.0,419,1,1008,8,220,3.0,220,440
Kilowattrel,120,0.04,419,1,941,8,70,1.5,150,240
Shuppet,60,0.07,419,1,353,10,10,1.0,90,120
Pawmi,50,0.04,419,1,921,8,0,0.0,50,100
Banette ex,250,1.34,419,2,354,10,45,1.5,280,500
Dedenne,70,0.03,419,1,702,10,30,2.0,70,140
Greavard,70,0.04,419,2,971,10,10,1.0,100,140
Annihilape,140,0.09,419,2,979,5,120,1.5,140,280
Medicham,90,0.04,419,1,308,5,60,1.0,90,180
Riolu,70,0.04,419,1,447,5,15,1.5,70,140
Krookodile,170,0.04,419,3,553,5,115,1.5,170,340
Stonjourner,130,0.03,419,2,874,5,100,3.0,130,260
Maschiff,70,0.04,419,2,942,2,15,1.5,70,140
Iron Treads ex,220,0.74,419,3,990,9,80,2.0,250,440
Greedent,120,0.03,419,2,820,1,65,2.5,120,240
Oinkologne ex,260,0.6,419,2,916,1,110,2.0,260,520
Squawkabilly,70,0.05,419,1,931,1,30,1.0,100,140
Maushold,70,0.04,419,1,925,1,55,1.5,70,140
Flamigo,110,0.03,419,1,973,1,70,2.0,140,220
Dolliv,90,3.69,419,1,929,7,30,1.5,90,180
Armarouge,130,6.8,419,2,936,6,90,3.0,130,260
Scovillain,110,4.16,419,1,952,7,55,2.0,110,220
Slowpoke,70,9.42,419,2,79,11,10,1.0,70,140
Fidough,60,3.66,419,2,926,10,15,1.5,60,120
Starly,60,5.16,419,1,396,1,20,1.0,90,120
Magnezone ex,330,2.22,419,3,462,8,135,1.5,330,660
Gardevoir ex,310,4.57,419,2,282,10,190,3.0,340,620
Fuecoco,80,2.99,508,2,909,6,30,3.0,80,160
Arcanine,130,0.63,508,3,59,6,75,2.5,130,260
Quaxly,70,3.19,508,1,912,11,20,2.0,70,140
Quaquaval,170,3.89,508,2,914,11,140,3.0,170,340
Pikachu V,200,1.14,1651,1,25,8,200,3.0,200,400
Pikachu VMAX,310,2.0,1651,2,25,8,140,2.5,310,620
Staraptor,150,0.04,419,1,398,1,120,2.5,180,300
Oinkologne,120,0.03,419,2,916,1,90,2.5,120,240
Tarountula,40,4.05,419,1,917,7,20,2.0,40,80
Wiglett,50,4.8,419,1,960,11,10,1.0,50,100
Dondozo,160,5.82,419,4,977,11,85,3.0,160,320
Greavard,70,5.31,419,2,971,10,10,1.0,100,140
Kirlia,90,11.74,419,1,281,10,45,2.5,120,180
Klawf,130,3.73,419,3,950,5,90,2.5,130,260
Bombirdier,110,3.99,419,1,962,2,30,1.0,140,220
Arcanine ex,280,8.34,419,3,59,6,140,2.5,280,560
Spidops ex,260,1.87,419,2,918,7,90,2.0,260,520
Great Tusk ex,250,2.26,419,4,984,5,145,2.0,250,500
Oinkologne ex,260,2.42,419,2,916,1,110,2.0,260,520
Gardevoir ex,310,23.14,419,2,282,10,190,3.0,340,620
Miraidon,120,32.24,508,1,1008,8,60,2.5,120,240
Mimikyu ex,190,1.42,508,1,778,10,30,2.0,190,380
Koraidon,130,2.84,508,2,1007,5,130,3.5,130,260
Staravia,80,0.04,419,1,397,1,60,2.5,110,160
Indeedee,90,0.08,419,1,876,1,15,1.0,90,180
Lechonk,70,0.03,419,1,915,1,70,3.0,70,140
Tandemaus,30,0.04,419,1,924,1,20,1.0,30,60
Tandemaus,40,0.04,419,1,924,1,30,2.0,40,80
Drowzee,70,9.66,419,1,96,10,15,1.5,100,140
Riolu,70,8.57,419,1,447,5,30,1.5,70,140
Sandile,70,4.19,419,2,551,5,20,1.5,70,140
Kingambit,170,5.35,419,3,983,2,160,3.0,170,340
Miraidon ex,220,4.71,419,1,1008,8,220,3.0,220,440
Iron Treads ex,220,2.07,419,3,990,9,80,2.0,250,440
Toxicroak ex,250,2.78,419,2,454,2,60,1.5,250,500
Spidops ex,260,3.25,419,2,918,7,90,2.0,260,520
Great Tusk ex,250,8.35,419,4,984,5,145,2.0,250,500
Iron Treads ex,220,4.45,419,3,990,9,80,2.0,250,440
Koraidon ex,230,7.48,419,2,1007,5,220,3.0,230,460
Hawlucha,70,5.06,508,1,701,5,70,3.0,70,140
Lechonk,60,0.03,419,1,915,1,15,1.5,60,120
Cyclizar,110,0.04,419,1,967,1,70,2.0,110,220
Toedscool,50,3.9,419,1,948,7,10,1.0,50,100
Clauncher,70,4.03,419,1,692,11,10,1.0,70,140
Pachirisu,70,5.28,419,1,417,8,10,2.0,70,140
Ralts,70,13.06,419,1,280,10,30,2.0,100,140
Mabosstiff,130,3.74,419,3,943,2,160,3.0,130,260
Skwovet,60,5.01,419,1,819,1,20,2.0,60,120
Gyarados ex,300,7.04,419,4,130,11,140,4.0,300,600
Banette ex,250,3.85,419,2,354,10,45,1.5,280,500
Koraidon ex,230,4.07,419,2,1007,5,220,3.0,230,460
Miraidon ex,220,21.71,419,1,1008,8,220,3.0,220,440
Koraidon ex,230,17.6,419,2,1007,5,220,3.0,230,460
Miraidon ex,220,10.11,419,1,1008,8,220,3.0,220,440
Sprigatito,70,2.98,508,1,906,7,10,1.0,70,140
Revavroom,140,3.5,508,2,966,9,90,4.0,170,280
Spidops,120,0.94,508,2,918,7,65,2.0,120,240
Dondozo,150,0.36,508,4,977,11,80,3.5,150,300
Hoppip,50,0.03,349,1,187,7,10,1.0,50,100
Skiploom,70,0.03,349,1,188,7,30,1.0,70,140
Jumpluff,90,0.07,349,1,189,7,60,1.0,90,180
Pineco,70,0.03,349,2,204,7,30,2.0,70,140
Forretress ex,270,0.88,349,3,205,7,120,2.0,270,540
Heracross,130,0.03,349,3,214,7,80,2.5,130,260
Tropius,110,0.03,349,1,357,7,75,2.0,110,220
Combee,50,0.03,349,1,415,7,10,1.0,50,100
Vespiquen,120,0.03,349,2,416,7,75,1.0,120,240
Snover,90,0.03,349,3,459,7,30,2.0,90,180
Abomasnow,150,0.08,349,3,460,7,110,3.0,150,300
Sprigatito,60,0.05,349,1,906,7,5,0.5,60,120
Sprigatito,70,0.06,349,1,906,7,30,2.0,70,140
Floragato,90,0.05,349,1,907,7,40,1.5,90,180
Meowscarada ex,310,1.22,349,2,908,7,100,2.0,310,620
Tarountula,50,0.06,349,1,917,7,10,1.0,50,100
Tarountula,60,0.03,349,2,917,7,40,2.0,60,120
Spidops,110,0.04,349,2,918,7,65,1.5,110,220
Nymble,40,0.03,349,1,919,7,5,0.5,40,80
Nymble,50,0.03,349,1,919,7,30,1.0,50,100
Lokix,120,0.07,349,1,920,7,50,1.5,120,240
Bramblin,40,0.04,349,1,946,7,10,1.0,40,80
Bramblin,50,0.04,349,1,946,7,10,1.0,50,100
Brambleghast,100,0.03,349,3,947,7,55,2.0,100,200
Rellor,40,0.03,349,1,953,7,10,1.0,40,80
Rellor,50,0.04,349,1,953,7,30,2.0,50,100
Wo-Chien ex,230,1.03,349,4,1001,7,110,2.0,230,460
Paldean Tauros,130,0.07,349,2,128,6,70,2.5,130,260
Fletchinder,80,0.03,349,1,662,6,50,1.0,110,160
Talonflame,150,0.04,349,1,663,6,60,1.0,180,300
Litleo,70,0.03,349,1,667,6,5,0.5,70,140
Pyroar,120,0.03,349,2,668,6,30,1.0,120,240
Oricorio,90,0.08,349,1,741,6,30,2.0,90,180
Fuecoco,80,0.57,349,2,909,6,20,1.0,80,160
Fuecoco,90,0.04,349,3,909,6,15,1.0,90,180
Crocalor,110,0.03,349,3,910,6,50,1.5,110,220
Skeledirge ex,340,1.1,349,3,911,6,160,1.5,340,680
Charcadet,60,0.04,349,1,935,6,30,2.0,60,120
Charcadet,80,0.03,349,2,935,6,30,2.0,80,160
Chi-Yu ex,190,1.24,349,1,1004,6,50,1.0,190,380
Paldean Tauros,130,0.06,349,2,128,11,10,1.0,130,260
Magikarp,30,0.03,349,1,129,11,10,1.0,30,60
Gyarados,180,0.1,349,4,130,11,140,3.5,180,360
Marill,70,0.03,349,1,183,11,20,2.0,70,140
Azumarill,120,0.03,349,1,184,11,75,2.5,120,240
Delibird,90,0.03,349,1,225,11,15,1.0,90,180
Luvdisc,70,0.03,349,1,370,11,10,0.5,70,140
Eiscue,110,0.03,349,1,875,11,60,2.0,110,220
Quaxly,60,0.03,349,1,912,11,20,2.0,60,120
Quaxly,70,0.03,349,1,912,11,30,1.0,70,140
Quaxwell,90,0.04,349,1,913,11,40,1.5,90,180
Quaquaval ex,320,0.91,349,2,914,11,145,1.5,320,640
Cetoddle,90,0.04,349,3,974,11,30,2.0,90,180
Cetoddle,100,0.03,349,3,974,11,25,1.0,100,200
Cetitan,180,0.03,349,3,975,11,65,2.5,180,360
Veluza,130,0.08,349,2,976,11,70,2.5,130,260
Frigibax,60,0.09,349,1,996,11,30,2.0,60,120
Frigibax,70,0.07,349,2,996,11,30,2.0,70,140
Arctibax,90,0.04,349,2,997,11,60,2.5,90,180
Baxcalibur,160,0.21,349,2,998,11,130,3.0,160,320
Chien-Pao ex,220,6.06,349,2,1002,11,60,2.0,220,440
Pikachu,70,0.07,349,1,25,8,15,1.0,70,140
Raichu,140,0.06,349,1,26,8,100,1.5,140,280
Magnemite,50,0.04,349,1,81,8,10,1.0,50,100
Voltorb,70,0.03,349,1,100,8,15,1.5,70,140
Electrode,90,0.03,349,1,101,8,75,2.0,90,180
Shinx,40,0.04,349,1,403,8,10,1.0,40,80
Shinx,70,0.04,349,1,403,8,30,1.0,70,140
Luxio,90,0.03,349,1,404,8,45,2.0,90,180
Luxray,150,0.11,349,1,405,8,180,3.0,150,300
Pincurchin,80,0.03,349,2,871,8,70,3.0,80,160
Pincurchin,90,0.03,349,3,871,8,60,1.0,90,180
Pawmi,50,0.03,349,1,921,8,20,1.0,50,100
Pawmo,80,0.04,349,1,922,8,35,1.5,80,160
Pawmot,140,0.05,349,1,922,8,70,1.5,140,280
Tadbulb,50,0.03,349,1,938,8,10,1.0,50,100
Tadbulb,60,0.03,349,1,938,8,20,1.5,60,120
Bellibolt ex,280,0.93,349,3,939,8,80,1.5,280,560
Wattrel,60,0.06,349,1,940,8,15,1.5,90,120
Wattrel,60,0.03,349,1,940,8,20,1.5,90,120
Jigglypuff,70,0.03,349,1,39,10,10,1.0,70,140
Wigglytuff,110,0.11,349,2,40,10,100,3.0,110,220
Slowpoke,80,0.03,349,3,79,10,15,1.0,110,160
Slowking ex,270,0.95,349,3,199,10,80,1.5,300,540
Misdreavus,70,0.03,349,1,200,10,10,2.0,100,140
Mismagius,90,0.03,349,1,429,10,60,2.0,120,180
Spiritomb,60,0.21,349,1,442,10,10,1.0,90,120
Gothita,70,0.03,349,1,574,10,15,1.5,100,140
Gothorita,90,0.03,349,1,575,10,30,1.5,120,180
Gothitelle,150,0.04,349,2,576,10,120,2.0,180,300
Dedenne ex,170,0.94,349,1,702,10,85,1.5,170,340
Oranguru,120,0.04,349,2,765,10,55,2.5,150,240
Sandygast,90,0.03,349,3,769,10,30,2.5,120,180
Palossand,150,0.04,349,4,770,10,60,2.5,180,300
Mimikyu,70,0.18,349,1,778,10,0,0.0,70,140
Ceruledge,140,0.08,349,2,937,10,75,2.5,170,280
Rabsca,70,0.09,349,1,954,10,25,1.0,100,140
Tinkatink,60,0.03,349,1,957,10,10,1.0,60,120
Tinkatink,60,0.04,349,1,957,10,15,1.5,60,120
Tinkatink,70,0.04,349,1,957,10,10,1.0,70,140
Tinkatuff,80,0.05,349,2,958,10,55,1.5,80,160
Tinkatuff,90,0.06,349,2,958,10,45,2.5,90,180
Tinkaton,140,0.1,349,2,959,10,90,2.0,140,280
Mankey,60,0.03,349,1,56,5,20,1.5,60,120
Primeape,110,0.03,349,2,57,5,45,1.5,110,220
Paldean Tauros,130,0.07,349,2,128,5,75,2.5,130,260
Sudowoodo,110,0.03,349,1,185,5,55,2.0,110,220
Larvitar,70,0.03,349,2,246,5,10,1.0,70,140
Pupitar,90,0.04,349,1,247,5,50,2.0,90,180
Makuhita,90,0.03,349,3,296,5,40,2.0,90,180
Hariyama,140,0.08,349,3,297,5,120,3.0,140,280
Croagunk,70,0.03,349,1,453,5,10,1.0,70,140
Toxicroak,130,0.03,349,1,454,5,45,1.5,130,260
Rockruff,70,0.03,349,1,744,5,25,2.0,70,140
Lycanroc ex,260,0.97,349,2,745,5,90,2.0,260,520
Passimian,110,0.03,349,1,766,5,70,2.0,110,220
Falinks,110,0.03,349,2,870,5,45,2.0,110,220
Nacli,60,0.03,349,2,932,5,20,1.0,60,120
Nacli,70,0.04,349,3,932,5,15,1.0,70,140
Naclstack,100,0.03,349,3,933,5,60,2.0,100,200
Garganacl,180,0.08,349,3,934,5,130,2.0,180,360
Glimmet,40,0.03,349,1,969,5,0,0.0,40,80
Glimmet,70,0.03,349,2,969,5,20,1.0,70,140
Glimmora,130,0.11,349,3,970,5,0,0.0,130,260
Ting-Lu ex,240,0.85,349,4,1003,5,150,3.0,240,480
Paldean Wooper,60,0.04,349,2,194,2,5,0.5,60,120
Paldean Wooper,60,0.04,349,1,194,2,15,1.5,60,120
Paldean Clodsire ex,280,0.87,349,3,980,2,200,3.0,280,560
Murkrow,60,0.03,349,1,198,2,15,1.0,90,120
Honchkrow,130,0.03,349,1,430,2,85,2.0,160,260
Sneasel,70,0.03,349,1,215,2,20,1.0,70,140
Weavile,110,0.12,349,1,461,2,70,2.0,110,220
Tyranitar,180,0.1,349,3,248,2,130,1.5,180,360
Sableye,70,0.08,349,1,302,2,10,0.5,70,140
Seviper,110,0.04,349,1,336,2,35,1.5,110,220
Deino,70,0.04,349,1,633,2,20,2.0,70,140
Zweilous,100,0.04,349,2,634,2,40,1.5,100,200
Hydreigon,180,0.1,349,3,635,2,160,3.0,180,360
Maschiff,60,0.04,349,1,942,2,10,1.0,60,120
Maschiff,70,0.03,349,2,942,2,35,2.5,70,140
Mabosstiff,140,0.03,349,3,943,2,60,2.5,140,280
Shroodle,50,0.05,349,1,944,2,5,0.5,50,100
Shroodle,60,0.04,349,1,944,2,0,0.0,60,120
Grafaiai,90,0.03,349,1,945,2,20,0.5,90,180
Bombirdier,120,0.03,349,1,962,2,60,1.5,150,240
Corviknight,170,0.04,349,2,823,9,125,2.0,200,340
Cufant,100,0.03,349,3,878,9,50,2.0,130,200
Copperajah ex,300,0.87,349,4,879,9,260,3.0,330,600
Orthworm,130,0.1,349,2,968,9,100,4.0,160,260
Noibat,70,0.03,349,1,714,3,40,2.0,70,70
Girafarig,100,0.03,349,2,203,1,50,2.5,100,200
Farigiraf,140,0.04,349,2,981,1,65,1.5,140,280
Dunsparce,70,0.04,349,1,206,1,25,1.5,70,140
Dudunsparce,140,0.04,349,3,982,1,65,2.5,140,280
Wingull,70,0.03,349,1,278,1,30,2.0,100,140
Pelipper,120,0.03,349,2,279,1,90,3.0,150,240
Slakoth,70,0.03,349,2,287,1,0,0.0,70,140
Vigoroth,90,0.03,349,2,288,1,50,2.5,90,180
Slaking,180,0.07,349,4,289,1,240,3.0,180,360
Fletchling,60,0.03,349,1,661,1,30,1.0,90,120
Rookidee,60,0.03,349,1,821,1,10,1.0,90,120
Corvisquire,90,0.04,349,1,822,1,45,2.0,120,180
Tandemaus,30,0.03,349,1,924,1,15,1.5,30,60
Tandemaus,40,0.03,349,1,924,1,15,1.5,40,80
Maushold,60,0.03,349,1,925,1,25,1.0,60,120
Squawkabilly ex,160,1.03,349,1,931,1,20,1.0,190,320
Flamigo,110,0.04,349,1,973,1,20,2.0,140,220
Heracross,130,11.51,349,3,214,7,80,2.5,130,260
Tropius,110,5.94,349,1,357,7,75,2.0,110,220
Sprigatito,60,11.61,349,1,906,7,5,0.5,60,120
Floragato,90,7.65,349,1,907,7,40,1.5,90,180
Bramblin,50,5.9,349,1,946,7,10,1.0,50,100
Fletchinder,80,7.62,349,1,662,6,50,1.0,110,160
Pyroar,120,6.41,349,2,668,6,30,1.0,120,240
Fuecoco,90,9.39,349,3,909,6,15,1.0,90,180
Crocalor,110,5.55,349,3,910,6,50,1.5,110,220
Magikarp,30,75.58,349,1,129,11,10,1.0,30,60
Marill,70,10.65,349,1,183,11,20,2.0,70,140
Eiscue,110,6.51,349,1,875,11,60,2.0,110,220
Quaxly,60,5.5,349,1,912,11,20,2.0,60,120
Quaxwell,90,4.51,349,1,913,11,40,1.5,90,180
Frigibax,60,7.75,349,1,996,11,30,2.0,60,120
Arctibax,90,4.23,349,2,997,11,60,2.5,90,180
Baxcalibur,160,8.13,349,2,998,11,130,3.0,160,320
Raichu,140,22.16,349,1,26,8,100,1.5,140,280
Mismagius,90,8.81,349,1,429,10,60,2.0,120,180
Gothorita,90,4.77,349,1,575,10,30,1.5,120,180
Sandygast,90,5.72,349,3,769,10,30,2.5,120,180
Rabsca,70,5.59,349,1,954,10,25,1.0,100,140
Tinkatink,60,4.71,349,1,957,10,15,1.5,60,120
Tinkatuff,90,6.6,349,2,958,10,45,2.5,90,180
Paldean Tauros,130,9.13,349,2,128,5,75,2.5,130,260
Sudowoodo,110,8.33,349,1,185,5,55,2.0,110,220
Nacli,70,4.21,349,3,932,5,15,1.0,70,140
Paldean Wooper,60,3.44,349,2,194,2,5,0.5,60,120
Tyranitar,180,24.16,349,3,248,2,130,1.5,180,360
Grafaiai,90,6.28,349,1,945,2,20,0.5,90,180
Orthworm,130,4.07,349,2,968,9,100,4.0,160,260
Rookidee,60,5.3,349,1,821,1,10,1.0,90,120
Maushold,60,12.14,349,1,925,1,25,1.0,60,120
Flamigo,110,4.32,349,1,973,1,20,2.0,140,220
Farigiraf,140,5.76,349,2,981,1,65,1.5,140,280
Dudunsparce,140,4.58,349,3,982,1,65,2.5,140,280
Forretress ex,270,2.95,349,3,205,7,120,2.0,270,540
Meowscarada ex,310,3.89,349,2,908,7,100,2.0,310,620
Wo-Chien ex,230,2.81,349,4,1001,7,110,2.0,230,460
Skeledirge ex,340,3.15,349,3,911,6,160,1.5,340,680
Chi-Yu ex,190,3.49,349,1,1004,6,50,1.0,190,380
Quaquaval ex,320,2.94,349,2,914,11,145,1.5,320,640
Chien-Pao ex,220,8.68,349,2,1002,11,60,2.0,220,440
Bellibolt ex,280,2.62,349,3,939,8,80,1.5,280,560
Slowking ex,270,3.61,349,3,199,10,80,1.5,300,540
Dedenne ex,170,4.58,349,1,702,10,85,1.5,170,340
Tinkaton ex,300,5.91,349,2,959,10,85,2.5,300,600
Lycanroc ex,260,3.02,349,2,745,5,90,2.0,260,520
Annihilape ex,320,3.04,349,2,979,5,85,1.5,320,640
Ting-Lu ex,240,2.45,349,4,1003,5,150,3.0,240,480
Paldean Clodsire ex,280,2.6,349,3,980,2,200,3.0,280,560
Copperajah ex,300,2.34,349,4,879,9,260,3.0,330,600
Squawkabilly ex,160,3.83,349,1,931,1,20,1.0,190,320
Meowscarada ex,310,14.63,349,2,908,7,100,2.0,310,620
Wo-Chien ex,230,11.15,349,4,1001,7,110,2.0,230,460
Skeledirge ex,340,13.01,349,3,911,6,160,1.5,340,680
Chi-Yu ex,190,18.5,349,1,1004,6,50,1.0,190,380
Quaquaval ex,320,7.49,349,2,914,11,145,1.5,320,640
Chien-Pao ex,220,24.81,349,2,1002,11,60,2.0,220,440
Tinkaton ex,300,13.21,349,2,959,10,85,2.5,300,600
Ting-Lu ex,240,9.68,349,4,1003,5,150,3.0,240,480
Squawkabilly ex,160,9.4,349,1,931,1,20,1.0,190,320
Meowscarada ex,310,7.99,349,2,908,7,100,2.0,310,620
Skeledirge ex,340,7.91,349,3,911,6,160,1.5,340,680
Quaquaval ex,320,6.82,349,2,914,11,145,1.5,320,640
Chien-Pao ex,220,9.66,349,2,1002,11,60,2.0,220,440
Ting-Lu ex,240,5.2,349,4,1003,5,150,3.0,240,480
Flaaffy,90,1.67,508,2,180,8,55,2.0,90,180
Ampharos ex,330,6.69,508,2,181,8,100,2.0,330,660
Lucario ex,260,8.07,508,2,448,5,110,2.5,260,520
Cyclizar ex,210,0.85,508,1,967,1,105,2.0,210,420
Special Delivery Charizard,160,54.63,1651,3,6,6,80,1.5,160,320
Galarian Articuno,120,0.96,1651,2,144,10,0,0.0,150,240
Galarian Moltres,120,1.01,1651,2,146,2,20,3.0,120,240
Morpeko V-UNION,310,0.44,1651,2,877,8,65,1.5,310,620
Morpeko V-UNION,310,0.72,1651,2,877,8,65,1.5,310,620
Morpeko V-UNION,310,0.9,1651,2,877,8,65,1.5,310,620
Morpeko V-UNION,310,0.75,1651,2,877,8,65,1.5,310,620
Zacian V,220,1.56,1651,2,888,9,230,3.0,250,440
Zamazenta V,230,1.45,1651,2,889,9,130,3.0,260,460
Bulbasaur,70,8.82,1651,2,1,7,0,0.0,70,140
Greninja,140,8.75,1651,1,658,11,120,3.0,140,280
Arceus V,220,2.7,1651,2,493,1,65,1.5,220,440
Arceus VSTAR,280,6.46,1651,2,493,1,200,3.0,280,560
Baxcalibur,160,4.51,508,2,998,11,130,3.0,160,320
Tinkaton,140,3.64,508,2,959,10,90,2.0,140,280
Murkrow,60,3.06,508,1,198,2,15,1.0,90,120
Pelipper,120,2.39,508,2,279,1,90,3.0,150,240
Smoliv,60,0.99,508,1,928,7,10,1.0,60,120
Growlithe,90,1.07,508,3,58,6,35,1.5,90,180
Tinkatink,70,0.2,508,2,957,10,10,1.0,70,140
Varoom,60,0.2,508,1,965,9,0,0.0,90,120
Pikachu,60,3.31,508,1,25,8,30,3.0,60,120
Miraidon ex,220,1.34,508,1,1008,8,220,3.0,220,440
Koraidon ex,230,0.94,508,2,1007,5,220,3.0,230,460
Oddish,50,0.03,286,1,43,7,5,0.5,50,100
Gloom,80,0.04,286,2,44,7,10,0.5,80,160
Bellossom,130,0.06,286,1,182,7,60,1.0,130,260
Scyther,80,0.03,286,1,123,7,15,1.5,80,160
Shuckle,80,0.04,286,1,213,7,15,1.0,80,160
Surskit,60,0.03,286,1,283,7,20,1.0,60,120
Masquerain,100,0.03,286,1,284,7,35,1.0,100,200
Combee,50,0.03,286,1,415,7,10,1.0,50,100
Foongus,50,0.02,286,1,590,7,10,1.0,50,100
Amoonguss,110,0.05,286,2,591,7,60,2.0,110,220
Phantump,60,0.03,286,1,708,7,20,2.0,60,120
Trevenant,140,0.04,286,3,709,7,100,3.0,140,280
Rowlet,70,0.03,286,1,722,7,20,1.0,70,140
Dartrix,90,0.05,286,1,723,7,40,2.0,90,180
Decidueye ex,320,1.84,286,2,724,7,130,2.0,320,640
Bounsweet,60,0.03,286,1,761,7,20,1.5,60,120
Steenee,90,0.04,286,1,762,7,30,1.0,90,180
Tsareena,160,0.05,286,2,763,7,110,1.5,160,320
Smoliv,50,0.03,286,1,928,7,10,1.0,50,100
Dolliv,80,0.04,286,1,929,7,30,1.0,80,160
Arboliva,140,0.06,286,2,930,7,45,0.5,140,280
Toedscruel ex,270,1.39,286,2,949,7,80,2.0,270,540
Capsakid,50,0.04,286,1,951,7,30,1.0,50,100
Capsakid,70,0.04,286,2,951,7,50,3.0,70,140
Scovillain,110,0.04,286,2,952,7,110,3.0,110,220
Charmander,60,0.56,286,1,4,6,30,1.0,60,120
Charmeleon,90,0.46,286,2,5,6,70,2.0,90,180
Vulpix,60,0.03,286,1,37,6,15,1.5,60,120
Ninetales,120,0.05,286,1,38,6,10,0.5,120,240
Entei,130,0.06,286,2,244,6,60,3.0,130,260
Numel,90,0.03,286,3,322,6,20,2.0,90,180
Camerupt,140,0.03,286,3,323,6,85,2.5,140,280
Victini ex,190,1.56,286,1,494,6,125,2.0,190,380
Darumaka,80,0.03,286,2,554,6,45,2.5,80,160
Darmanitan,140,0.04,286,3,555,6,100,3.5,140,280
Litwick,60,0.03,286,1,607,6,10,1.0,60,120
Lampent,80,0.04,286,1,608,6,10,0.5,80,160
Chandelure,150,0.07,286,2,609,6,80,2.0,150,300
Heatmor,110,0.04,286,1,631,6,30,2.0,110,220
Larvesta,80,0.02,286,2,636,6,25,1.5,80,160
Volcarona,140,0.03,286,2,637,6,80,2.0,140,280
Eiscue ex,210,1.37,286,2,875,6,160,3.0,210,420
Charcadet,70,0.03,286,1,935,6,15,1.5,70,140
Armarouge,120,0.03,286,1,936,6,70,2.0,120,240
Lapras,110,0.04,286,1,131,11,50,1.5,110,220
Carvanha,50,0.03,286,1,318,11,20,1.0,50,100
